'2019-05-16 14:33:05.149426', ' ', ' ', ' ', ' ', '0',('127.0.0.1', 56230)
'2019-05-16 14:33:10.249718', ' ', ' ', ' ', ' ', '0',('127.0.0.1', 56230)
'2019-05-16 23:37:30.329777', ' ', ' ', ' ', ' ', '10',('127.0.0.1', 2273)
'2019-05-16 23:37:35.431085', ' ', ' ', ' ', ' ', '10',('127.0.0.1', 2273)
'2019-05-16 23:38:43.774080', ' ', ' ', ' ', ' ', '10',('127.0.0.1', 2277)
'2019-05-16 23:38:48.876206', ' ', ' ', ' ', ' ', '10',('127.0.0.1', 2277)
'2019-05-16 23:39:26.990232', ' ', ' ', ' ', ' ', '10',('127.0.0.1', 2283)
'2019-05-16 23:39:32.091616', ' ', ' ', ' ', ' ', '10',('127.0.0.1', 2283)
'2019-05-16 23:41:27.672692', ' ', ' ', ' ', ' ', '10',('127.0.0.1', 2291)
'2019-05-16 23:41:32.774721', ' ', ' ', ' ', ' ', '10',('127.0.0.1', 2291)
'2019-05-16 23:41:37.876034', ' ', ' ', ' ', ' ', '10',('127.0.0.1', 2291)
'2019-05-16 23:41:42.977467', ' ', ' ', ' ', ' ', '10',('127.0.0.1', 2291)
'2019-05-16 23:41:48.079198', ' ', ' ', ' ', ' ', '10',('127.0.0.1', 2291)
'2019-05-16 23:41:53.180908', ' ', ' ', ' ', ' ', '10',('127.0.0.1', 2291)
'2019-05-16 23:41:58.282505', ' ', ' ', ' ', ' ', '10',('127.0.0.1', 2291)
'2019-05-16 23:42:22.397747', ' ', ' ', ' ', ' ', '10',('127.0.0.1', 2296)
'2019-05-16 23:42:27.499525', ' ', ' ', ' ', ' ', '10',('127.0.0.1', 2296)
'2019-05-16 23:42:32.601580', ' ', ' ', ' ', ' ', '10',('127.0.0.1', 2296)
'2019-05-16 23:42:37.702929', ' ', ' ', ' ', ' ', '10',('127.0.0.1', 2296)
'2019-05-16 23:42:42.804498', ' ', ' ', ' ', ' ', '10',('127.0.0.1', 2296)
'2019-05-16 23:42:47.905706', ' ', ' ', ' ', ' ', '10',('127.0.0.1', 2296)
'2019-05-16 23:42:53.006850', ' ', ' ', ' ', ' ', '10',('127.0.0.1', 2296)
'2019-05-16 23:52:24.277525', ' ', ' ', ' ', ' ', '10',('127.0.0.1', 2326)
'2019-05-16 23:52:29.378811', ' ', ' ', ' ', ' ', '10',('127.0.0.1', 2326)
'2019-05-16 23:52:34.480002', ' ', ' ', ' ', ' ', '10',('127.0.0.1', 2326)
'2019-05-16 23:52:39.582015', ' ', ' ', ' ', ' ', '10',('127.0.0.1', 2326)
'2019-05-16 23:59:54.405322', ' ', ' ', ' ', ' ', '10',('127.0.0.1': 2361)
'2019-05-27 16:26:18', '55', '34', '45', '62',127.0.0.1
'2019-05-27 16:26:19', '51', '78', '67', '52',127.0.0.1
'2019-05-27 16:26:20', '71', '48', '41', '41',127.0.0.1
'2019-05-27 16:26:21', '65', '33', '37', '43',127.0.0.1
'2019-05-27 16:26:22', '49', '35', '76', '32',127.0.0.1
'2019-05-27 16:26:23', '48', '59', '30', '63',127.0.0.1
'2019-05-27 16:26:24', '54', '62', '58', '34',127.0.0.1
'2019-05-27 16:26:26', '61', '58', '35', '47',127.0.0.1
'2019-05-27 16:26:26', '53', '34', '76', '50',127.0.0.1
'2019-05-27 16:26:27', '52', '62', '64', '60',127.0.0.1
'2019-05-27 16:26:28', '33', '73', '45', '60',127.0.0.1
'2019-05-27 16:26:29', '50', '56', '72', '79',127.0.0.1
'2019-05-27 16:26:31', '36', '69', '63', '72',127.0.0.1
'2019-05-27 16:26:31', '38', '41', '34', '31',127.0.0.1
'2019-05-27 16:26:32', '75', '45', '45', '30',127.0.0.1
'2019-05-27 16:26:33', '72', '61', '46', '71',127.0.0.1
'2019-05-27 16:26:35', '48', '70', '39', '73',127.0.0.1
'2019-05-27 16:26:36', '66', '66', '37', '45',127.0.0.1
'2019-05-27 16:26:36', '41', '46', '46', '72',127.0.0.1
'2019-05-27 16:26:37', '50', '56', '48', '53',127.0.0.1
'2019-05-27 16:26:38', '47', '69', '48', '46',127.0.0.1
'2019-05-27 16:26:40', '52', '39', '48', '58',127.0.0.1
'2019-05-27 16:26:41', '75', '50', '49', '40',127.0.0.1
'2019-05-27 16:26:41', '70', '34', '74', '51',127.0.0.1
'2019-05-27 16:26:42', '71', '49', '49', '62',127.0.0.1
'2019-05-27 16:26:43', '61', '30', '32', '62',127.0.0.1
'2019-05-27 16:26:45', '31', '32', '47', '73',127.0.0.1
'2019-05-27 16:26:46', '62', '52', '48', '50',127.0.0.1
'2019-05-27 16:26:46', '36', '42', '77', '70',127.0.0.1
'2019-05-27 16:26:47', '34', '66', '59', '60',127.0.0.1
'2019-05-27 16:26:48', '45', '48', '59', '36',127.0.0.1
'2019-05-27 16:26:50', '70', '44', '33', '73',127.0.0.1
'2019-05-27 16:26:51', '77', '40', '41', '45',127.0.0.1
'2019-05-27 16:26:51', '74', '77', '60', '56',127.0.0.1
'2019-05-27 16:26:52', '63', '41', '70', '41',127.0.0.1
'2019-05-27 16:26:54', '42', '68', '68', '31',127.0.0.1
'2019-05-27 16:26:55', '37', '51', '62', '60',127.0.0.1
'2019-05-27 16:26:56', '48', '67', '31', '41',127.0.0.1
'2019-05-27 16:26:56', '59', '77', '38', '30',127.0.0.1
'2019-05-27 16:26:57', '60', '42', '74', '51',127.0.0.1
'2019-05-27 16:26:59', '38', '53', '57', '76',127.0.0.1
'2019-05-27 16:27:00', '65', '61', '34', '37',127.0.0.1
'2019-05-27 16:27:01', '33', '68', '35', '69',127.0.0.1
'2019-05-27 16:27:01', '48', '33', '59', '34',127.0.0.1
'2019-05-27 16:27:02', '51', '41', '63', '64',127.0.0.1
'2019-05-27 16:27:04', '41', '52', '37', '75',127.0.0.1
'2019-05-27 16:27:05', '37', '65', '60', '47',127.0.0.1
'2019-05-27 16:27:06', '63', '79', '74', '45',127.0.0.1
'2019-05-27 16:27:07', '45', '39', '52', '45',127.0.0.1
'2019-05-27 16:27:08', '34', '61', '66', '54',127.0.0.1
'2019-05-27 16:27:09', '64', '51', '48', '70',127.0.0.1
'2019-05-27 16:27:10', '63', '60', '58', '75',127.0.0.1
'2019-05-27 16:27:11', '51', '41', '38', '41',127.0.0.1
'2019-05-27 16:27:12', '44', '73', '43', '75',127.0.0.1
'2019-05-27 16:27:13', '71', '35', '63', '70',127.0.0.1
'2019-05-27 16:27:14', '43', '40', '60', '46',127.0.0.1
'2019-05-27 16:27:15', '72', '64', '75', '41',127.0.0.1
'2019-05-27 16:27:17', '74', '77', '35', '46',127.0.0.1
'2019-05-27 16:27:17', '61', '71', '59', '46',127.0.0.1
'2019-05-27 16:27:18', '59', '34', '48', '58',127.0.0.1
'2019-05-27 16:27:19', '36', '57', '77', '47',127.0.0.1
'2019-05-27 16:27:20', '75', '60', '78', '78',127.0.0.1
'2019-05-27 16:27:22', '76', '73', '47', '60',127.0.0.1
'2019-05-27 16:27:22', '49', '37', '44', '78',127.0.0.1
'2019-05-27 16:27:23', '50', '59', '66', '70',127.0.0.1
'2019-05-27 16:27:24', '59', '79', '67', '79',127.0.0.1
'2019-05-27 16:27:26', '71', '65', '63', '67',127.0.0.1
'2019-05-27 16:27:27', '53', '49', '51', '49',127.0.0.1
'2019-05-27 16:27:27', '36', '56', '36', '54',127.0.0.1
'2019-05-27 16:27:28', '58', '74', '37', '36',127.0.0.1
'2019-05-27 16:27:29', '70', '71', '70', '55',127.0.0.1
'2019-05-27 16:27:31', '39', '40', '44', '34',127.0.0.1
'2019-05-27 16:27:32', '38', '77', '72', '54',127.0.0.1
'2019-05-27 16:27:32', '67', '36', '74', '46',127.0.0.1
'2019-05-27 16:27:33', '32', '57', '74', '78',127.0.0.1
'2019-05-27 16:27:34', '47', '60', '65', '42',127.0.0.1
'2019-05-27 16:27:36', '55', '41', '70', '33',127.0.0.1
'2019-05-27 16:27:37', '51', '41', '55', '49',127.0.0.1
'2019-05-27 16:27:37', '69', '43', '44', '47',127.0.0.1
'2019-05-27 16:27:38', '57', '79', '36', '56',127.0.0.1
'2019-05-27 16:27:39', '31', '41', '59', '66',127.0.0.1
'2019-05-27 16:27:41', '50', '58', '77', '67',127.0.0.1
'2019-05-27 16:27:42', '31', '60', '74', '37',127.0.0.1
'2019-05-27 16:27:42', '43', '35', '53', '43',127.0.0.1
'2019-05-27 16:27:43', '77', '36', '32', '39',127.0.0.1
'2019-05-27 16:27:45', '59', '60', '53', '57',127.0.0.1
'2019-05-27 16:27:46', '31', '74', '33', '64',127.0.0.1
'2019-05-27 16:27:47', '77', '39', '54', '58',127.0.0.1
'2019-05-27 16:27:47', '51', '63', '58', '59',127.0.0.1
'2019-05-27 16:27:48', '45', '45', '45', '39',127.0.0.1
'2019-05-27 16:27:50', '32', '62', '51', '74',127.0.0.1
'2019-05-27 16:27:51', '38', '32', '70', '48',127.0.0.1
'2019-05-27 16:27:52', '67', '46', '31', '56',127.0.0.1
'2019-05-27 16:27:52', '70', '78', '31', '77',127.0.0.1
'2019-05-27 16:27:54', '35', '56', '64', '41',127.0.0.1
'2019-05-27 16:27:55', '73', '45', '76', '44',127.0.0.1
'2019-05-27 16:27:56', '66', '43', '76', '31',127.0.0.1
'2019-05-27 16:27:57', '69', '39', '55', '64',127.0.0.1
'2019-05-27 16:27:58', '69', '77', '63', '77',127.0.0.1
'2019-05-27 16:27:59', '76', '72', '39', '30',127.0.0.1
'2019-05-27 16:28:00', '61', '54', '33', '76',127.0.0.1
'2019-05-27 16:28:01', '71', '30', '77', '57',127.0.0.1
'2019-05-27 16:28:02', '73', '77', '69', '63',127.0.0.1
'2019-05-27 16:28:03', '58', '65', '73', '32',127.0.0.1
'2019-05-27 16:28:04', '50', '74', '42', '36',127.0.0.1
'2019-05-27 16:28:05', '67', '34', '44', '58',127.0.0.1
'2019-05-27 16:28:06', '34', '55', '61', '67',127.0.0.1
'2019-05-27 16:28:08', '31', '42', '37', '50',127.0.0.1
'2019-05-27 16:28:08', '79', '74', '35', '60',127.0.0.1
'2019-05-27 16:28:09', '40', '75', '33', '72',127.0.0.1
'2019-05-27 16:28:10', '62', '50', '56', '61',127.0.0.1
'2019-05-27 16:28:11', '61', '52', '51', '42',127.0.0.1
'2019-05-27 16:28:13', '39', '55', '52', '34',127.0.0.1
'2019-05-27 16:28:13', '34', '53', '62', '38',127.0.0.1
'2019-05-27 16:28:14', '38', '44', '37', '64',127.0.0.1
'2019-05-27 16:28:15', '40', '47', '62', '51',127.0.0.1
'2019-05-27 16:28:17', '39', '73', '35', '53',127.0.0.1
'2019-05-27 16:28:18', '77', '42', '57', '72',127.0.0.1
'2019-05-27 16:28:18', '51', '53', '63', '56',127.0.0.1
'2019-05-27 16:28:19', '49', '72', '68', '58',127.0.0.1
'2019-05-27 16:28:20', '53', '30', '35', '58',127.0.0.1
'2019-05-27 16:28:22', '48', '75', '74', '43',127.0.0.1
'2019-05-27 16:28:23', '59', '58', '36', '72',127.0.0.1
'2019-05-27 16:28:23', '34', '77', '50', '77',127.0.0.1
'2019-05-27 16:28:24', '32', '76', '38', '46',127.0.0.1
'2019-05-27 16:28:25', '71', '55', '48', '69',127.0.0.1
'2019-05-27 16:28:27', '36', '79', '68', '41',127.0.0.1
'2019-05-27 16:28:28', '71', '54', '60', '69',127.0.0.1
'2019-05-27 16:28:28', '63', '74', '59', '43',127.0.0.1
'2019-05-27 16:28:29', '32', '58', '34', '75',127.0.0.1
'2019-05-27 16:28:30', '56', '67', '59', '44',127.0.0.1
'2019-05-27 16:28:32', '33', '71', '68', '66',127.0.0.1
'2019-05-27 16:28:33', '77', '46', '58', '32',127.0.0.1
'2019-05-27 16:28:33', '71', '53', '44', '43',127.0.0.1
'2019-05-27 16:28:34', '30', '59', '51', '49',127.0.0.1
'2019-05-27 16:28:36', '70', '50', '76', '34',127.0.0.1
'2019-05-27 16:28:37', '42', '51', '72', '51',127.0.0.1
'2019-05-27 16:28:38', '42', '61', '69', '33',127.0.0.1
'2019-05-27 16:28:38', '47', '35', '42', '52',127.0.0.1
'2019-05-27 16:28:39', '42', '52', '53', '57',127.0.0.1
'2019-05-27 16:28:41', '64', '31', '54', '33',127.0.0.1
'2019-05-27 16:28:42', '76', '63', '65', '44',127.0.0.1
'2019-05-27 16:28:43', '36', '30', '63', '39',127.0.0.1
'2019-05-27 16:28:43', '42', '68', '76', '42',127.0.0.1
'2019-05-27 16:28:45', '67', '79', '30', '63',127.0.0.1
'2019-05-27 16:28:46', '50', '50', '74', '54',127.0.0.1
'2019-05-27 16:28:47', '73', '63', '48', '31',127.0.0.1
'2019-05-27 16:28:48', '31', '66', '61', '66',127.0.0.1
'2019-05-27 16:28:49', '38', '47', '71', '34',127.0.0.1
'2019-05-27 16:28:50', '38', '57', '33', '74',127.0.0.1
'2019-05-27 16:28:51', '45', '66', '74', '46',127.0.0.1
'2019-05-27 16:28:52', '57', '34', '44', '34',127.0.0.1
'2019-05-27 16:28:53', '58', '62', '59', '34',127.0.0.1
'2019-05-27 16:28:54', '40', '53', '54', '48',127.0.0.1
'2019-05-27 16:28:55', '33', '64', '58', '31',127.0.0.1
'2019-05-27 16:28:56', '30', '77', '62', '78',127.0.0.1
'2019-05-27 16:28:57', '56', '69', '52', '32',127.0.0.1
'2019-05-27 16:28:59', '57', '70', '74', '57',127.0.0.1
'2019-05-27 16:28:59', '38', '32', '49', '64',127.0.0.1
'2019-05-27 16:29:00', '62', '40', '54', '42',127.0.0.1
'2019-05-27 16:29:01', '51', '51', '55', '34',127.0.0.1
'2019-05-27 16:29:02', '30', '45', '56', '62',127.0.0.1
'2019-05-27 16:29:04', '53', '67', '57', '66',127.0.0.1
'2019-05-27 16:29:04', '51', '73', '72', '52',127.0.0.1
'2019-05-27 16:29:05', '51', '66', '78', '56',127.0.0.1
'2019-05-27 16:29:06', '46', '59', '43', '59',127.0.0.1
'2019-05-27 16:29:08', '77', '45', '45', '66',127.0.0.1
'2019-05-27 16:29:09', '67', '40', '72', '57',127.0.0.1
'2019-05-27 16:29:09', '58', '70', '47', '64',127.0.0.1
'2019-05-27 16:29:10', '30', '35', '42', '57',127.0.0.1
'2019-05-27 16:29:11', '61', '57', '70', '39',127.0.0.1
'2019-05-27 16:29:13', '58', '65', '72', '34',127.0.0.1
'2019-05-27 16:29:14', '39', '36', '74', '43',127.0.0.1
'2019-05-27 16:29:14', '55', '68', '76', '32',127.0.0.1
'2019-05-27 16:29:15', '54', '76', '68', '70',127.0.0.1
'2019-05-27 16:29:16', '52', '50', '74', '31',127.0.0.1
'2019-05-27 16:29:18', '52', '55', '41', '67',127.0.0.1
'2019-05-27 16:29:19', '68', '42', '36', '76',127.0.0.1
'2019-05-27 16:29:19', '73', '55', '54', '39',127.0.0.1
'2019-05-27 16:29:20', '31', '32', '65', '43',127.0.0.1
'2019-05-27 16:29:21', '39', '68', '61', '64',127.0.0.1
'2019-05-27 16:29:23', '58', '65', '56', '52',127.0.0.1
'2019-05-27 16:29:24', '63', '72', '57', '32',127.0.0.1
'2019-05-27 16:29:24', '52', '35', '73', '64',127.0.0.1
'2019-05-27 17:50:19', '67', '34', '45', '42',127.0.0.1
'2019-05-27 17:50:24', '69', '41', '31', '41',127.0.0.1
'2019-05-27 17:50:29', '32', '53', '31', '32',127.0.0.1
'2019-05-27 17:50:34', '44', '30', '50', '51',127.0.0.1
'2019-05-27 17:50:39', '51', '58', '64', '38',127.0.0.1
'2019-05-27 17:50:45', '37', '75', '41', '31',127.0.0.1
'2019-05-27 17:50:50', '65', '65', '30', '44',127.0.0.1
'2019-05-27 17:50:55', '76', '67', '31', '60',127.0.0.1
'2019-05-27 17:51:00', '61', '69', '69', '56',127.0.0.1
'2019-05-27 17:51:05', '50', '40', '42', '50',127.0.0.1
'2019-05-27 17:51:10', '42', '47', '38', '57',127.0.0.1
'2019-05-27 17:51:15', '50', '76', '49', '44',127.0.0.1
'2019-05-27 17:51:20', '59', '56', '46', '73',127.0.0.1
'2019-05-27 17:51:25', '46', '66', '48', '54',127.0.0.1
'2019-05-27 17:51:31', '62', '58', '71', '79',127.0.0.1
'2019-05-27 17:51:36', '37', '39', '62', '37',127.0.0.1
'2019-05-27 17:51:41', '69', '53', '71', '38',127.0.0.1
'2019-05-27 17:51:46', '43', '45', '53', '63',127.0.0.1
'2019-05-27 17:51:51', '71', '55', '62', '61',127.0.0.1
'2019-05-27 17:52:02', '67', '57', '51', '55',127.0.0.1
'2019-05-27 17:52:07', '48', '58', '78', '58',127.0.0.1
'2019-05-27 17:52:12', '41', '58', '34', '77',127.0.0.1
'2019-05-27 17:52:17', '45', '62', '38', '53',127.0.0.1
'2019-05-27 17:52:22', '77', '62', '30', '73',127.0.0.1
'2019-05-27 17:52:27', '51', '79', '69', '34',127.0.0.1
'2019-05-27 17:52:32', '49', '49', '42', '30',127.0.0.1
'2019-05-27 17:52:37', '32', '74', '48', '69',127.0.0.1
'2019-05-27 17:52:43', '36', '40', '48', '67',127.0.0.1
'2019-05-27 17:52:48', '69', '48', '30', '55',127.0.0.1
'2019-05-27 17:53:07', '55', '77', '31', '57',127.0.0.1
'2019-05-27 17:53:10', '49', '32', '59', '39',127.0.0.1
'2019-05-27 17:53:12', '34', '57', '76', '68',127.0.0.1
'2019-05-27 17:53:12', '62', '47', '57', '70',127.0.0.1
'2019-05-27 17:53:14', '35', '34', '49', '68',127.0.0.1
'2019-05-27 17:53:15', '59', '43', '46', '48',127.0.0.1
'2019-05-27 17:53:16', '34', '40', '50', '64',127.0.0.1
'2019-05-27 17:53:17', '41', '73', '46', '79',127.0.0.1
'2019-05-27 17:53:18', '60', '62', '77', '66',127.0.0.1
'2019-05-27 17:53:19', '41', '39', '57', '64',127.0.0.1
'2019-05-27 17:53:20', '52', '62', '62', '61',127.0.0.1
'2019-05-27 17:53:21', '65', '57', '65', '49',127.0.0.1
'2019-05-27 17:53:22', '44', '48', '53', '77',127.0.0.1
'2019-05-27 17:53:23', '73', '31', '63', '40',127.0.0.1
'2019-05-27 17:53:24', '49', '72', '73', '31',127.0.0.1
'2019-05-27 17:53:25', '49', '36', '39', '44',127.0.0.1
'2019-05-27 17:53:26', '41', '53', '37', '48',127.0.0.1
'2019-05-27 17:53:27', '71', '50', '47', '59',127.0.0.1
'2019-05-27 17:53:28', '30', '41', '47', '43',127.0.0.1
'2019-05-27 17:53:29', '70', '62', '43', '40',127.0.0.1
'2019-05-27 17:53:30', '42', '75', '59', '36',127.0.0.1
'2019-05-27 17:53:31', '48', '30', '35', '45',127.0.0.1
'2019-05-27 17:53:32', '33', '49', '65', '53',127.0.0.1
'2019-05-27 17:53:33', '76', '69', '40', '37',127.0.0.1
'2019-05-27 17:53:34', '71', '65', '59', '61',127.0.0.1
'2019-05-27 17:53:35', '47', '54', '33', '63',127.0.0.1
'2019-05-27 17:53:36', '60', '69', '33', '56',127.0.0.1
'2019-05-27 17:53:38', '71', '54', '35', '45',127.0.0.1
'2019-05-27 17:53:38', '40', '74', '65', '35',127.0.0.1
'2019-05-27 17:53:39', '33', '50', '50', '63',127.0.0.1
'2019-05-27 17:53:41', '55', '42', '71', '55',127.0.0.1
'2019-05-27 17:53:41', '45', '78', '46', '38',127.0.0.1
'2019-05-27 17:53:43', '74', '71', '43', '41',127.0.0.1
'2019-05-27 17:53:43', '53', '36', '62', '33',127.0.0.1
'2019-05-27 17:53:44', '62', '31', '61', '39',127.0.0.1
'2019-05-27 17:53:46', '33', '69', '43', '76',127.0.0.1
'2019-05-27 17:53:46', '79', '48', '49', '40',127.0.0.1
'2019-05-27 17:53:48', '74', '36', '66', '32',127.0.0.1
'2019-05-27 17:53:48', '48', '71', '51', '76',127.0.0.1
'2019-05-27 17:53:50', '45', '32', '63', '34',127.0.0.1
'2019-05-27 17:53:51', '67', '75', '56', '38',127.0.0.1
'2019-05-27 17:53:52', '73', '62', '58', '41',127.0.0.1
'2019-05-27 17:53:53', '69', '30', '70', '60',127.0.0.1
'2019-05-27 17:53:53', '31', '54', '59', '59',127.0.0.1
'2019-05-27 17:53:55', '34', '47', '78', '56',127.0.0.1
'2019-05-27 17:53:56', '67', '31', '79', '60',127.0.0.1
'2019-05-27 17:53:57', '37', '53', '51', '66',127.0.0.1
'2019-05-27 17:53:58', '66', '65', '39', '58',127.0.0.1
'2019-05-27 17:53:58', '68', '41', '65', '67',127.0.0.1
'2019-05-27 17:54:00', '72', '51', '57', '37',127.0.0.1
'2019-05-27 17:54:01', '52', '34', '35', '73',127.0.0.1
'2019-05-27 17:54:02', '78', '72', '77', '55',127.0.0.1
'2019-05-27 17:54:03', '36', '30', '70', '33',127.0.0.1
'2019-05-27 17:54:04', '75', '59', '47', '32',127.0.0.1
'2019-05-27 17:54:05', '64', '79', '57', '60',127.0.0.1
'2019-05-27 17:54:06', '33', '34', '32', '79',127.0.0.1
'2019-05-27 17:54:07', '76', '71', '55', '78',127.0.0.1
'2019-05-27 17:54:08', '60', '56', '30', '52',127.0.0.1
'2019-05-27 17:54:09', '42', '44', '70', '55',127.0.0.1
'2019-05-27 17:54:10', '35', '71', '46', '53',127.0.0.1
'2019-05-27 17:54:11', '50', '61', '36', '40',127.0.0.1
'2019-05-27 17:54:12', '61', '32', '55', '44',127.0.0.1
'2019-05-27 17:54:13', '43', '35', '41', '36',127.0.0.1
'2019-05-27 17:54:14', '66', '47', '36', '64',127.0.0.1
'2019-05-27 17:54:15', '38', '55', '35', '58',127.0.0.1
'2019-05-27 17:54:16', '77', '70', '62', '63',127.0.0.1
'2019-05-27 17:54:17', '38', '71', '40', '74',127.0.0.1
'2019-05-27 17:54:18', '44', '40', '66', '56',127.0.0.1
'2019-05-27 17:54:19', '55', '48', '71', '37',127.0.0.1
'2019-05-27 17:54:20', '52', '77', '54', '45',127.0.0.1
'2019-05-27 17:54:21', '79', '59', '70', '55',127.0.0.1
'2019-05-27 17:54:22', '69', '76', '76', '44',127.0.0.1
'2019-05-27 17:54:24', '72', '46', '37', '44',127.0.0.1
'2019-05-27 17:54:24', '62', '72', '67', '38',127.0.0.1
'2019-05-27 17:54:25', '54', '55', '46', '57',127.0.0.1
'2019-05-27 17:54:27', '65', '55', '31', '68',127.0.0.1
'2019-05-27 17:54:27', '32', '32', '52', '74',127.0.0.1
'2019-05-27 17:54:29', '60', '74', '74', '45',127.0.0.1
'2019-05-27 17:54:29', '48', '72', '43', '41',127.0.0.1
'2019-05-27 17:54:30', '38', '51', '36', '63',127.0.0.1
'2019-05-27 17:54:32', '55', '36', '36', '57',127.0.0.1
'2019-05-27 17:54:32', '73', '34', '42', '59',127.0.0.1
'2019-05-27 17:54:34', '35', '77', '35', '42',127.0.0.1
'2019-05-27 17:54:34', '78', '59', '62', '77',127.0.0.1
'2019-05-27 17:54:36', '43', '52', '49', '44',127.0.0.1
'2019-05-27 17:54:37', '36', '60', '48', '41',127.0.0.1
'2019-05-27 17:54:38', '61', '57', '44', '63',127.0.0.1
'2019-05-27 17:54:39', '63', '31', '70', '48',127.0.0.1
'2019-05-27 17:54:39', '43', '67', '32', '37',127.0.0.1
'2019-05-27 17:54:41', '72', '42', '75', '33',127.0.0.1
'2019-05-27 17:54:42', '35', '30', '54', '64',127.0.0.1
'2019-05-27 17:54:43', '69', '37', '65', '62',127.0.0.1
'2019-05-27 17:54:44', '31', '35', '74', '79',127.0.0.1
'2019-05-27 17:54:45', '74', '46', '62', '66',127.0.0.1
'2019-05-27 17:54:46', '50', '40', '63', '34',127.0.0.1
'2019-05-27 17:54:47', '77', '68', '47', '35',127.0.0.1
'2019-05-27 17:54:48', '51', '73', '75', '71',127.0.0.1
'2019-05-27 17:54:49', '35', '64', '73', '30',127.0.0.1
'2019-05-27 17:54:50', '73', '73', '40', '73',127.0.0.1
'2019-05-27 17:54:51', '44', '78', '64', '53',127.0.0.1
'2019-05-27 17:54:52', '67', '57', '75', '36',127.0.0.1
'2019-05-27 17:54:53', '47', '61', '64', '40',127.0.0.1
'2019-05-27 17:54:54', '42', '33', '59', '47',127.0.0.1
'2019-05-27 17:54:55', '61', '43', '66', '45',127.0.0.1
'2019-05-27 17:54:56', '41', '36', '67', '37',127.0.0.1
'2019-05-27 17:54:57', '71', '72', '71', '40',127.0.0.1
'2019-05-27 17:54:58', '39', '70', '68', '37',127.0.0.1
'2019-05-27 17:54:59', '59', '51', '48', '79',127.0.0.1
'2019-05-27 17:55:00', '53', '56', '58', '71',127.0.0.1
'2019-05-27 17:55:01', '65', '57', '31', '66',127.0.0.1
'2019-05-27 17:55:02', '79', '72', '32', '39',127.0.0.1
'2019-05-27 17:55:03', '57', '51', '76', '64',127.0.0.1
'2019-05-27 17:55:05', '63', '43', '41', '60',127.0.0.1
'2019-05-27 17:55:05', '48', '36', '58', '46',127.0.0.1
'2019-05-27 17:55:06', '48', '75', '35', '41',127.0.0.1
'2019-05-27 17:55:08', '43', '35', '50', '32',127.0.0.1
'2019-05-27 17:55:08', '62', '43', '51', '66',127.0.0.1
'2019-05-27 17:55:10', '60', '41', '41', '47',127.0.0.1
'2019-05-27 17:55:10', '62', '62', '37', '49',127.0.0.1
'2019-05-27 17:55:11', '47', '67', '34', '63',127.0.0.1
'2019-05-27 17:55:13', '64', '38', '45', '73',127.0.0.1
'2019-05-27 17:55:13', '42', '60', '37', '69',127.0.0.1
'2019-05-27 17:55:15', '32', '77', '71', '42',127.0.0.1
'2019-05-27 17:55:15', '36', '74', '53', '65',127.0.0.1
'2019-05-27 17:55:17', '55', '35', '36', '47',127.0.0.1
'2019-05-27 17:55:18', '69', '51', '44', '52',127.0.0.1
'2019-05-27 17:55:19', '45', '48', '62', '59',127.0.0.1
'2019-05-27 17:55:20', '41', '36', '39', '55',127.0.0.1
'2019-05-27 17:55:20', '69', '42', '61', '43',127.0.0.1
'2019-05-27 17:55:22', '42', '34', '79', '39',127.0.0.1
'2019-05-27 17:55:23', '53', '51', '32', '62',127.0.0.1
'2019-05-27 17:55:24', '55', '61', '76', '56',127.0.0.1
'2019-05-27 17:55:25', '37', '34', '74', '45',127.0.0.1
'2019-05-27 17:55:25', '51', '45', '50', '57',127.0.0.1
'2019-05-27 17:55:27', '31', '73', '52', '39',127.0.0.1
'2019-05-27 17:55:28', '32', '66', '54', '34',127.0.0.1
'2019-05-27 17:55:29', '59', '75', '75', '63',127.0.0.1
'2019-05-27 17:55:30', '64', '58', '30', '74',127.0.0.1
'2019-05-27 17:55:31', '55', '64', '53', '74',127.0.0.1
'2019-05-27 17:55:32', '34', '71', '72', '58',127.0.0.1
'2019-05-27 17:55:33', '64', '59', '78', '54',127.0.0.1
'2019-05-27 17:55:34', '33', '46', '60', '34',127.0.0.1
'2019-05-27 17:55:35', '78', '69', '41', '79',127.0.0.1
'2019-05-27 17:55:36', '50', '43', '50', '46',127.0.0.1
'2019-05-27 17:55:37', '57', '45', '38', '42',127.0.0.1
'2019-05-27 17:55:38', '60', '62', '34', '58',127.0.0.1
'2019-05-27 17:55:39', '31', '50', '70', '61',127.0.0.1
'2019-05-27 17:55:40', '41', '65', '45', '77',127.0.0.1
'2019-05-27 17:55:41', '71', '68', '73', '38',127.0.0.1
'2019-05-27 17:55:42', '73', '76', '72', '79',127.0.0.1
'2019-05-27 17:55:43', '78', '43', '71', '48',127.0.0.1
'2019-05-27 17:55:44', '44', '51', '39', '54',127.0.0.1
'2019-05-27 17:55:45', '63', '31', '69', '64',127.0.0.1
'2019-05-27 17:55:46', '61', '79', '45', '43',127.0.0.1
'2019-05-27 17:55:47', '41', '55', '54', '31',127.0.0.1
'2019-05-27 17:55:48', '74', '77', '75', '69',127.0.0.1
'2019-05-27 17:55:49', '40', '71', '44', '42',127.0.0.1
'2019-05-27 17:55:51', '50', '68', '35', '59',127.0.0.1
'2019-05-27 17:55:51', '53', '69', '44', '53',127.0.0.1
